"participant"	"speechrate"	"item"	"syntax"	"tapped"	"released"	"vowelduration"	"segmentAfterDuration"	"pause"	"trial"	"vowel"	"file"	"text"
1278	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.06	0	29	"IH1"	"nogritfast_1278_4_2.wav"	"Should you brit Uma, Max will come back."
1281	"fast"	4	"transitive"	"Tapped"	"Unreleased"	0.03	0.06	0	10	"IH1"	"nogritfast_1281_4_2.wav"	"Should you brit Uma, Max will come back."
1283	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.07	0	2	"IH1"	"nogritfast_1283_4_2.wav"	"Should you brit Uma, Max will come back."
1284	"fast"	4	"transitive"	"Tapped"	"Unreleased"	0.04	0.09	0	3	"IH1"	"nogritfast_1284_4_2.wav"	"Should you brit Uma, Max will come back."
1287	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.03	0	25	"IH1"	"nogritfast_1287_4_2.wav"	"Should you brit Uma, Max will come back."
1288	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.3	0	8	"IH1"	"nogritfast_1288_4_2.wav"	"Should you brit Uma, Max will come back."
1296	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.29	0	7	"IH1"	"nogritfast_1296_4_2.wav"	"Should you brit Uma, Max will come back."
1297	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.11	0	2	"IH1"	"nogritfast_1297_4_2.wav"	"Should you brit Uma, Max will come back."
1333	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.04	0	32	"IH1"	"nogritfast_1333_4_2.wav"	"Should you brit Uma, Max will come back."
1334	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.03	0	7	"IH1"	"nogritfast_1334_4_2.wav"	"Should you brit Uma, Max will come back."
1335	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.36	0	15	"IH1"	"nogritfast_1335_4_2.wav"	"Should you brit Uma, Max will come back."
1336	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.09	0	15	"IH1"	"nogritfast_1336_4_2.wav"	"Should you brit Uma, Max will come back."
1337	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.03	0	26	"IH1"	"nogritfast_1337_4_2.wav"	"Should you brit Uma, Max will come back."
1338	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.04	0	11	"IH1"	"nogritfast_1338_4_2.wav"	"Should you brit Uma, Max will come back."
1339	"fast"	4	"transitive"	"Not Tapped"	"Released"	0.03	0.24	0	4	"IH1"	"nogritfast_1339_4_2.wav"	"Should you brit Uma, Max will come back."
1340	"fast"	4	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.09	0	15	"IH1"	"nogritfast_1340_4_2.wav"	"Should you brit Uma, Max will come back."
1350	"fast"	4	"transitive"	"Not Tapped"	"Released"	0.07	0.09	0	6	"IH1"	"nogritfast_1350_4_2.wav"	"Should you brit Uma, Max will come back."
435	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.03	0	24	"AA1"	"nogritfast_435_5_1.wav"	"While you vot, Anna will be cooking."
593	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.05	0	7	"AA1"	"nogritfast_593_5_1.wav"	"While you vot, Anna will be cooking."
1087	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.07	0	14	"AA1"	"nogritfast_1087_5_1.wav"	"While you vot, Anna will be cooking."
1111	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.11	0	27	"AA1"	"nogritfast_1111_5_1.wav"	"While you vot, Anna will be cooking."
1139	"fast"	5	"intransitive"	"Tapped"	"Unreleased"	0.11	0.04	0	20	"AA1"	"nogritfast_1139_5_1.wav"	"While you vot, Anna will be cooking."
1277	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.03	0	9	"AA1"	"nogritfast_1277_5_1.wav"	"While you vot, Anna will be cooking."
1278	"fast"	5	"intransitive"	"Tapped"	"Unreleased"	0.13	0.05	0	27	"AA1"	"nogritfast_1278_5_1.wav"	"While you vot, Anna will be cooking."
1281	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.03	0	11	"AA1"	"nogritfast_1281_5_1.wav"	"While you vot, Anna will be cooking."
1283	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.04	0.04	6	"AA1"	"nogritfast_1283_5_1.wav"	"While you vot, Anna will be cooking."
1284	"fast"	5	"intransitive"	"Tapped"	"Unreleased"	0.15	0.09	0	2	"AA1"	"nogritfast_1284_5_1.wav"	"While you vot, Anna will be cooking."
1287	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.12	0	27	"AA1"	"nogritfast_1287_5_1.wav"	"While you vot, Anna will be cooking."
1288	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.12	0.09	0	6	"AA1"	"nogritfast_1288_5_1.wav"	"While you vot, Anna will be cooking."
1296	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.21	0.12	0	2	"AA1"	"nogritfast_1296_5_1.wav"	"While you vot, Anna will be cooking."
1297	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.1	0	4	"AA1"	"nogritfast_1297_5_1.wav"	"While you vot, Anna will be cooking."
1333	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.04	0	28	"AA1"	"nogritfast_1333_5_1.wav"	"While you vot, Anna will be cooking."
1334	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.08	0.12	3	"AA1"	"nogritfast_1334_5_1.wav"	"While you vot, Anna will be cooking."
1335	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.19	0.12	0	10	"AA1"	"nogritfast_1335_5_1.wav"	"While you vot, Anna will be cooking."
1336	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.13	0	13	"AA1"	"nogritfast_1336_5_1.wav"	"While you vot, Anna will be cooking."
1337	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.19	0.03	0	30	"AA1"	"nogritfast_1337_5_1.wav"	"While you vot, Anna will be cooking."
1338	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.06	0	9	"AA1"	"nogritfast_1338_5_1.wav"	"While you vot, Anna will be cooking."
1339	"fast"	5	"intransitive"	"Tapped"	"Unreleased"	0.15	0.07	0	8	"AA1"	"nogritfast_1339_5_1.wav"	"While you vot, Anna will be cooking."
1340	"fast"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.07	0	12	"AA1"	"nogritfast_1340_5_1.wav"	"While you vot, Anna will be cooking."
1350	"fast"	5	"intransitive"	"Not Tapped"	"Released"	0.13	0.13	0	2	"AA1"	"nogritfast_1350_5_1.wav"	"While you vot, Anna will be cooking."
435	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.08	0	13	"AA1"	"nogritfast_435_5_2.wav"	"While you vot Anna, Rob will be cooking."
593	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.09	0	17	"AA1"	"nogritfast_593_5_2.wav"	"While you vot Anna, Rob will be cooking."
1087	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.18	0.26	0	3	"AA1"	"nogritfast_1087_5_2.wav"	"While you vot Anna, Rob will be cooking."
1111	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.13	0.13	0	16	"AA1"	"nogritfast_1111_5_2.wav"	"While you vot Anna, Rob will be cooking."
1139	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.08	0.1	0	8	"AA1"	"nogritfast_1139_5_2.wav"	"While you vot Anna, Rob will be cooking."
1277	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.03	0	18	"AA1"	"nogritfast_1277_5_2.wav"	"While you vot Anna, Rob will be cooking."
1278	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.09	0.09	0	21	"AA1"	"nogritfast_1278_5_2.wav"	"While you vot Anna, Rob will be cooking."
1281	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.13	0.11	0	26	"AA1"	"nogritfast_1281_5_2.wav"	"While you vot Anna, Rob will be cooking."
1283	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.13	0	11	"AA1"	"nogritfast_1283_5_2.wav"	"While you vot Anna, Rob will be cooking."
1284	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.13	0.05	0	25	"AA1"	"nogritfast_1284_5_2.wav"	"While you vot Anna, Rob will be cooking."
1287	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.13	0.09	0	20	"AA1"	"nogritfast_1287_5_2.wav"	"While you vot Anna, Rob will be cooking."
1288	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.12	0	9	"AA1"	"nogritfast_1288_5_2.wav"	"While you vot Anna, Rob will be cooking."
1296	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.21	0	23	"AA1"	"nogritfast_1296_5_2.wav"	"While you vot Anna, Rob will be cooking."
1297	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.25	0	25	"AA1"	"nogritfast_1297_5_2.wav"	"While you vot Anna, Rob will be cooking."
1333	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.1	0	18	"AA1"	"nogritfast_1333_5_2.wav"	"While you vot Anna, Rob will be cooking."
1334	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.09	0	30	"AA1"	"nogritfast_1334_5_2.wav"	"While you vot Anna, Rob will be cooking."
1335	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.2	0	17	"AA1"	"nogritfast_1335_5_2.wav"	"While you vot Anna, Rob will be cooking."
1336	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.12	0	31	"AA1"	"nogritfast_1336_5_2.wav"	"While you vot Anna, Rob will be cooking."
1337	"fast"	5	"transitive"	"Tapped"	"Unreleased"	0.14	0.12	0	11	"AA1"	"nogritfast_1337_5_2.wav"	"While you vot Anna, Rob will be cooking."
1338	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.07	0	19	"AA1"	"nogritfast_1338_5_2.wav"	"While you vot Anna, Rob will be cooking."
1339	"fast"	5	"transitive"	"Not Tapped"	"Released"	0.13	0.13	0	16	"AA1"	"nogritfast_1339_5_2.wav"	"While you vot Anna, Rob will be cooking."
1340	"fast"	5	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.08	0	22	"AA1"	"nogritfast_1340_5_2.wav"	"While you vot Anna, Rob will be cooking."
435	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.17	0	15	"EH1"	"nogritfast_435_6_1.wav"	"If you tret, Erin will be sad."
593	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.1	0	18	"EH1"	"nogritfast_593_6_1.wav"	"If you tret, Erin will be sad."
1087	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.12	0.05	0	4	"EH1"	"nogritfast_1087_6_1.wav"	"If you tret, Erin will be sad."
1111	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.12	0	11	"EH1"	"nogritfast_1111_6_1.wav"	"If you tret, Erin will be sad."
1139	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.12	0	3	"EH1"	"nogritfast_1139_6_1.wav"	"If you tret, Erin will be sad."
1277	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.05	0.03	0	24	"EH1"	"nogritfast_1277_6_1.wav"	"If you tret, Erin will be sad."
1278	"fast"	6	"intransitive"	"Tapped"	"Unreleased"	0.06	0.09	0	20	"EH1"	"nogritfast_1278_6_1.wav"	"If you tret, Erin will be sad."
1281	"fast"	6	"intransitive"	"Tapped"	"Unreleased"	0.05	0.05	0	29	"EH1"	"nogritfast_1281_6_1.wav"	"If you tret, Erin will be sad."
1283	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.1	0	16	"EH1"	"nogritfast_1283_6_1.wav"	"If you tret, Erin will be sad."
1284	"fast"	6	"intransitive"	"Tapped"	"Unreleased"	0.04	0.07	0	30	"EH1"	"nogritfast_1284_6_1.wav"	"If you tret, Erin will be sad."
1287	"fast"	6	"intransitive"	"Tapped"	"Unreleased"	0.07	0.14	0	24	"EH1"	"nogritfast_1287_6_1.wav"	"If you tret, Erin will be sad."
1288	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.04	0	11	"EH1"	"nogritfast_1288_6_1.wav"	"If you tret, Erin will be sad."
1296	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.17	0	20	"EH1"	"nogritfast_1296_6_1.wav"	"If you tret, Erin will be sad."
1297	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.2	0	31	"EH1"	"nogritfast_1297_6_1.wav"	"If you tret, Erin will be sad."
1333	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.05	0	20	"EH1"	"nogritfast_1333_6_1.wav"	"If you tret, Erin will be sad."
1334	"fast"	6	"intransitive"	"Not Tapped"	"Released"	0.04	0.12	0	28	"EH1"	"nogritfast_1334_6_1.wav"	"If you tret, Erin will be sad."
1335	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.04	0	20	"EH1"	"nogritfast_1335_6_1.wav"	"If you tret, Erin will be sad."
1336	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.12	0.18	0.12	26	"EH1"	"nogritfast_1336_6_1.wav"	"If you tret, Erin will be sad."
1337	"fast"	6	"intransitive"	"Tapped"	"Unreleased"	0.06	0.07	0	16	"EH1"	"nogritfast_1337_6_1.wav"	"If you tret, Erin will be sad."
1338	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.04	0.11	0	21	"EH1"	"nogritfast_1338_6_1.wav"	"If you tret, Erin will be sad."
1339	"fast"	6	"intransitive"	"Not Tapped"	"Released"	0.07	0.07	0	13	"EH1"	"nogritfast_1339_6_1.wav"	"If you tret, Erin will be sad."
1340	"fast"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.08	0	19	"EH1"	"nogritfast_1340_6_1.wav"	"If you tret, Erin will be sad."
1350	"fast"	6	"intransitive"	"Not Tapped"	"Released"	0.11	0.03	0	17	"EH1"	"nogritfast_1350_6_1.wav"	"If you tret, Erin will be sad."
435	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.04	0	31	"EH1"	"nogritfast_435_6_2.wav"	"If you tret Erin, Fred will be sad."
593	"fast"	6	"transitive"	"Tapped"	"Unreleased"	0.03	0.14	0	9	"EH1"	"nogritfast_593_6_2.wav"	"If you tret Erin, Fred will be sad."
1111	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.14	0	19	"EH1"	"nogritfast_1111_6_2.wav"	"If you tret Erin, Fred will be sad."
1139	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.11	0	27	"EH1"	"nogritfast_1139_6_2.wav"	"If you tret Erin, Fred will be sad."
1277	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.1	0	5	"EH1"	"nogritfast_1277_6_2.wav"	"If you tret Erin, Fred will be sad."
1278	"fast"	6	"transitive"	"Tapped"	"Unreleased"	0.05	0.09	0	11	"EH1"	"nogritfast_1278_6_2.wav"	"If you tret Erin, Fred will be sad."
1281	"fast"	6	"transitive"	"Tapped"	"Unreleased"	0.03	0.08	0	21	"EH1"	"nogritfast_1281_6_2.wav"	"If you tret Erin, Fred will be sad."
1283	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.11	0	22	"EH1"	"nogritfast_1283_6_2.wav"	"If you tret Erin, Fred will be sad."
1284	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.09	0	14	"EH1"	"nogritfast_1284_6_2.wav"	"If you tret Erin, Fred will be sad."
1287	"fast"	6	"transitive"	"Not Tapped"	"Released"	0.06	0.15	0	5	"EH1"	"nogritfast_1287_6_2.wav"	"If you tret Erin, Fred will be sad."
1288	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.1	0	28	"EH1"	"nogritfast_1288_6_2.wav"	"If you tret Erin, Fred will be sad."
1296	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.11	0	26	"EH1"	"nogritfast_1296_6_2.wav"	"If you tret Erin, Fred will be sad."
1297	"fast"	6	"transitive"	"Not Tapped"	"Released"	0.05	0.14	0	13	"EH1"	"nogritfast_1297_6_2.wav"	"If you tret Erin, Fred will be sad."
1333	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.1	0	3	"EH1"	"nogritfast_1333_6_2.wav"	"If you tret Erin, Fred will be sad."
1334	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.16	0	18	"EH1"	"nogritfast_1334_6_2.wav"	"If you tret Erin, Fred will be sad."
1335	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.14	0	1	"EH1"	"nogritfast_1335_6_2.wav"	"If you tret Erin, Fred will be sad."
1336	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.21	0	18	"EH1"	"nogritfast_1336_6_2.wav"	"If you tret Erin, Fred will be sad."
1337	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.12	0	21	"EH1"	"nogritfast_1337_6_2.wav"	"If you tret Erin, Fred will be sad."
1338	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.08	0	7	"EH1"	"nogritfast_1338_6_2.wav"	"If you tret Erin, Fred will be sad."
1339	"fast"	6	"transitive"	"Not Tapped"	"Released"	0.06	0.09	0	31	"EH1"	"nogritfast_1339_6_2.wav"	"If you tret Erin, Fred will be sad."
1340	"fast"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.1	0	27	"EH1"	"nogritfast_1340_6_2.wav"	"If you tret Erin, Fred will be sad."
1350	"fast"	6	"transitive"	"Not Tapped"	"Released"	0.05	0.38	0	27	"EH1"	"nogritfast_1350_6_2.wav"	"If you tret Erin, Fred will be sad."
593	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.03	0.09	0	16	"AH1"	"nogritfast_593_7_1.wav"	"While you drut, Ellis will be swimming."
1087	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.03	0.19	0	18	"AH1"	"nogritfast_1087_7_1.wav"	"While you drut, Ellis will be swimming."
1111	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.05	0	24	"AH1"	"nogritfast_1111_7_1.wav"	"While you drut, Ellis will be swimming."
1139	"fast"	7	"intransitive"	"Tapped"	"Unreleased"	0.08	0.03	0	25	"AH1"	"nogritfast_1139_7_1.wav"	"While you drut, Ellis will be swimming."
1278	"fast"	7	"intransitive"	"Tapped"	"Unreleased"	0.07	0.05	0	13	"AH1"	"nogritfast_1278_7_1.wav"	"While you drut, Ellis will be swimming."
1281	"fast"	7	"intransitive"	"Tapped"	"Unreleased"	0.04	0.06	0	18	"AH1"	"nogritfast_1281_7_1.wav"	"While you drut, Ellis will be swimming."
1283	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.03	0	19	"AH1"	"nogritfast_1283_7_1.wav"	"While you drut, Ellis will be swimming."
1284	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.08	0	13	"AH1"	"nogritfast_1284_7_1.wav"	"While you drut, Ellis will be swimming."
1287	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.06	0	3	"AH1"	"nogritfast_1287_7_1.wav"	"While you drut, Ellis will be swimming."
1288	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.05	0	26	"AH1"	"nogritfast_1288_7_1.wav"	"While you drut, Ellis will be swimming."
1296	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.04	0	28	"AH1"	"nogritfast_1296_7_1.wav"	"While you drut, Ellis will be swimming."
1297	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.03	0.1	0	9	"AH1"	"nogritfast_1297_7_1.wav"	"While you drut, Ellis will be swimming."
1333	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.04	0	2	"AH1"	"nogritfast_1333_7_1.wav"	"While you drut, Ellis will be swimming."
1334	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.05	0	22	"AH1"	"nogritfast_1334_7_1.wav"	"While you drut, Ellis will be swimming."
1335	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.03	0	5	"AH1"	"nogritfast_1335_7_1.wav"	"While you drut, Ellis will be swimming."
1336	"fast"	7	"intransitive"	"Not Tapped"	"Released"	0.1	0.05	0	20	"AH1"	"nogritfast_1336_7_1.wav"	"While you drut, Ellis will be swimming."
1338	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.04	0	5	"AH1"	"nogritfast_1338_7_1.wav"	"While you drut, Ellis will be swimming."
1339	"fast"	7	"intransitive"	"Not Tapped"	"Released"	0.07	0.05	0	29	"AH1"	"nogritfast_1339_7_1.wav"	"While you drut, Ellis will be swimming."
1340	"fast"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.03	0.03	0	30	"AH1"	"nogritfast_1340_7_1.wav"	"While you drut, Ellis will be swimming."
1350	"fast"	7	"intransitive"	"Not Tapped"	"Released"	0.1	0.07	0	32	"AH1"	"nogritfast_1350_7_1.wav"	"While you drut, Ellis will be swimming."
435	"fast"	7	"transitive"	"Tapped"	"Unreleased"	0.04	0.05	0	2	"AH1"	"nogritfast_435_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1087	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.09	0	29	"AH1"	"nogritfast_1087_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1111	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.07	0	3	"AH1"	"nogritfast_1111_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1139	"fast"	7	"transitive"	"Tapped"	"Unreleased"	0.07	0.07	0	11	"AH1"	"nogritfast_1139_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1277	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.03	0	27	"AH1"	"nogritfast_1277_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1278	"fast"	7	"transitive"	"Tapped"	"Unreleased"	0.07	0.05	0	1	"AH1"	"nogritfast_1278_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1281	"fast"	7	"transitive"	"Tapped"	"Unreleased"	0.05	0.06	0	6	"AH1"	"nogritfast_1281_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1283	"fast"	7	"transitive"	"Tapped"	"Unreleased"	0.06	0.08	0	26	"AH1"	"nogritfast_1283_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1284	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.1	0	19	"AH1"	"nogritfast_1284_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1287	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.09	0	10	"AH1"	"nogritfast_1287_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1288	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.08	0	22	"AH1"	"nogritfast_1288_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1296	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.13	0	12	"AH1"	"nogritfast_1296_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1297	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.11	0	23	"AH1"	"nogritfast_1297_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1333	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.06	0	11	"AH1"	"nogritfast_1333_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1334	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.08	0	16	"AH1"	"nogritfast_1334_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1335	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.05	0	25	"AH1"	"nogritfast_1335_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1336	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.06	0	1	"AH1"	"nogritfast_1336_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1337	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.09	0	7	"AH1"	"nogritfast_1337_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1338	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.04	0	31	"AH1"	"nogritfast_1338_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1339	"fast"	7	"transitive"	"Not Tapped"	"Released"	0.05	0.04	0	23	"AH1"	"nogritfast_1339_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1340	"fast"	7	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.04	0	6	"AH1"	"nogritfast_1340_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
1350	"fast"	7	"transitive"	"Not Tapped"	"Released"	0.09	0.04	0	11	"AH1"	"nogritfast_1350_7_2.wav"	"While you drut Ellis, Phil will be swimming. "
435	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.03	0.06	0	8	"IH0"	"nogritfast_435_8_1.wav"	"While you blit, Ernie will be studying."
593	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.09	0	28	"IH0"	"nogritfast_593_8_1.wav"	"While you blit, Ernie will be studying."
1087	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.12	0	25	"IH0"	"nogritfast_1087_8_1.wav"	"While you blit, Ernie will be studying."
1111	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.09	0	4	"IH0"	"nogritfast_1111_8_1.wav"	"While you blit, Ernie will be studying."
1139	"fast"	8	"intransitive"	"Tapped"	"Unreleased"	0.03	0.09	0	10	"IH0"	"nogritfast_1139_8_1.wav"	"While you blit, Ernie will be studying."
1277	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.05	0.03	0	30	"IH0"	"nogritfast_1277_8_1.wav"	"While you blit, Ernie will be studying."
1278	"fast"	8	"intransitive"	"Tapped"	"Unreleased"	0.05	0.07	0	2	"IH0"	"nogritfast_1278_8_1.wav"	"While you blit, Ernie will be studying."
1281	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.05	0.09	0	8	"IH0"	"nogritfast_1281_8_1.wav"	"While you blit, Ernie will be studying."
1283	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.04	0.12	0	32	"IH0"	"nogritfast_1283_8_1.wav"	"While you blit, Ernie will be studying."
1284	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.04	0.08	0	21	"IH0"	"nogritfast_1284_8_1.wav"	"While you blit, Ernie will be studying."
1287	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.05	0	14	"IH0"	"nogritfast_1287_8_1.wav"	"While you blit, Ernie will be studying."
1288	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.05	0.08	0	17	"IH0"	"nogritfast_1288_8_1.wav"	"While you blit, Ernie will be studying."
